tile_id,cloud_cover,date,spatial_cover,http_links,s3_links
T14SLJ,1,2022-09-27,100,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14SLJ.2022270T173111.v2.0/HLS.S30.T14SLJ.2022270T173111.v2.0.Fmask.tif'}"
T13TGN,1,2022-03-19,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13TGN.2022078T173939.v2.0/HLS.S30.T13TGN.2022078T173939.v2.0.Fmask.tif'}"
T13TGN,0,2022-07-17,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13TGN.2022198T173909.v2.0/HLS.S30.T13TGN.2022198T173909.v2.0.Fmask.tif'}"
T13TGN,1,2022-09-10,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13TGN.2022253T173921.v2.0/HLS.S30.T13TGN.2022253T173921.v2.0.Fmask.tif'}"
T14UMV,0,2022-03-19,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14UMV.2022078T173939.v2.0/HLS.S30.T14UMV.2022078T173939.v2.0.Fmask.tif'}"
T14UMV,0,2022-07-17,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14UMV.2022198T173909.v2.0/HLS.S30.T14UMV.2022198T173909.v2.0.Fmask.tif'}"
T14UMV,5,2022-09-30,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T14UMV.2022273T174141.v2.0/HLS.S30.T14UMV.2022273T174141.v2.0.Fmask.tif'}"
T13TCK,2,2022-03-30,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13TCK.2022089T175921.v2.0/HLS.S30.T13TCK.2022089T175921.v2.0.Fmask.tif'}"
T13TCK,4,2022-09-06,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13TCK.2022249T175921.v2.0/HLS.S30.T13TCK.2022249T175921.v2.0.Fmask.tif'}"
T13TCK,0,2022-09-26,99,"{'B02': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B02.tif', 'B03': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B03.tif', 'B04': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B04.tif', 'B8A': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B8A.tif', 'B11': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B11.tif', 'B12': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B12.tif', 'Fmask': <Asset href=https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.Fmask.tif>}","{'B02': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B02.tif', 'B03': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B03.tif', 'B04': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B04.tif', 'B8A': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B8A.tif', 'B11': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B11.tif', 'B12': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.B12.tif', 'Fmask': 's3:/HLSS30.020/HLS.S30.T13TCK.2022269T180121.v2.0/HLS.S30.T13TCK.2022269T180121.v2.0.Fmask.tif'}"
